(55,5194) 15272 19097 14450 10755 7150 2921 21916 8438 2397 21277 14248 4686 16669 3386 18035 14361 13373 5840 13401 5871 13187 10324 6514 12603 11893 22001 4501 14100 8168 2362 6597 19736 2486 13188 12481 14902 10271 10185 6476 12104 3048 9477 1808 10851 14481 13041 6219 18886 15084 624 3083 6731 17112 2842 14626 9294 290 12861 19832 14490 22310 16193 14294 18609 3143 2433 14086 11771 4006 2590 12878 12478 10928 11193 4968 4730 14013 16100 19468 8602 11230 17817 14829 15646 11543 18872 10835 13274 22290 2678 14130 20594 16529 13779 3632 12500 3631 9756 4673 11105
(57,1143) 9942 11281 2971 3246 1753 14572 3094 5943 140 19956 17819 9012 22141 8490 11101 7888 6728 16606 22356 4475 9579 9096 14730 6909 19851 3308 579 20603 9057 13760 20112 20058 8833 12620 1727 10653 14300 8891 10426 4409 14351 14198 10336 5507 20772 1361 16137 5044 8574 17253 7706 15582 17242 1585 22201 20843 11609 18338 1631 12856 21503 14742 1013 19967 9308 7545 17346 15351 11411 3107 5309 311 1604 13204 14006 9462 11467 1614 10922 2383 1396 18874 14349 22511 4627 21059 20377 969 17519 14244 19739 20214 3987 6394 3524 21387 18705 7301 1359 10267
(57,5994) 7598 12782 14419 18922 7562 16601 10095 22164 1494 22267 1530 12043 9794 14875 4304 9403 21241 6554 10476 9305 13317 856 21252 278 9073 6422 10773 11360 3612 887 5847 8495 21368 325 13324 22049 11741 17524 6482 115 16088 21533 13689 15963 10524 10220 6418 5403 354 12759 10446 13161 15439 7315 220 16687 22443 12125 18600 2227 1713 18826 8839 5201 3049 19139 6961 7704 3420 13236 18140 9188 17957 11442 9478 22268 11263 20308 134 3745 18937 14277 2159 13119 4789 22374 7265 9835 10323 7970 637 10108 4197 1773 3494 6079 6725 7869 19621 6775
(64,102) 20849 19284 11407 19630 13025 15374 17129 15581 22059 18297 20653 14306 822 2813 10715 459 14436 5435 4121 9489 12955 17718 21291 18109 22054 5649 19807 17695 7438 16139 7246 21470 15749 5964 9603 16308 3271 6733 16980 18631 14769 14270 20266 8220 2719 20846 1295 19034 13074 11962 8728 14103 8008 20728 18585 6703 9318 12079 22007 3671 20383 8354 7790 9567 17435 2769 15022 15405 1707 11652 17125 3455 22150 14466 9936 1076 15583 3618 1290 12226 17081 20385 5740 13551 11933 6523 15323 14783 4967 14918 17043 1350 19926 19254 22050 275 21972 2377 11435 3341
(75,6511) 3064 3947 16507 16043 14913 11530 21768 1855 18100 18495 14237 11163 13748 8673 15062 14957 12557 7439 17284 1783 12671 14695 8107 10954 10648 17187 18189 833 8842 3540 13412 11991 16859 1193 521 4053 19706 8198 22186 8433 13053 7089 6478 18900 15743 3307 4567 18451 15940 20024 606 7698 14310 1904 12888 19475 7342 16644 9983 18929 22173 432 3617 6970 2905 18212 12259 1074 11044 1240 5428 22037 15626 9193 6250 11940 8608 8125 15183 3250 5840 1595 17242 17278 4746 15872 3130 7896 10656 15761 20686 21414 20068 5536 22071 21225 11706 22384 8819 14453
(78,8670) 18939 12781 5426 1811 8537 21749 20432 7776 17448 11603 16836 8272 20536 11643 15190 13893 7361 13173 13064 18602 15310 3594 4989 5356 10947 12296 4257 17463 4394 20139 6719 1446 4962 20402 16166 6471 1072 15734 13909 13648 7461 20859 12423 9518 9357 1888 3055 17001 17711 19375 18157 8946 11316 14604 5698 11284 19928 1060 13730 16724 5908 20155 5428 8896 1709 5481 11669 489 11604 22155 20142 5349 15202 3665 17312 11935 11476 8639 7519 9646 20002 20029 4720 20428 18074 17010 16957 21041 961 3878 12180 19748 14737 15994 923 12468 17530 14598 13028 3702
(80,5643) 13380 11239 10841 20966 18640 18956 14506 9778 10762 8903 10154 20638 3453 4845 6289 15945 9762 19724 651 10592 15741 13790 22217 19755 4952 18604 9748 18392 12444 15763 5832 20384 19660 17087 11008 15161 16929 13725 22334 15051 20017 6553 1743 11531 1898 1759 17249 18340 3273 1075 10845 18029 20863 5368 21594 1533 6644 17532 7708 18539 7894 10099 13525 15281 8857 17220 13247 11574 1378 2405 3047 11377 2752 11133 5385 9192 21213 8609 20735 6025 552 7504 7507 9368 18748 20737 16402 8596 9742 6564 5564 11529 13266 20107 6035 1965 13309 17537 7390 6868
(85,12196) 8365 22127 8607 18184 15617 6711 14264 13290 9914 8350 21778 16491 7363 14082 12298 4339 12466 15302 10360 6380 15913 13642 6946 2325 13035 19640 21692 7070 3826 18841 254 19590 2230 8067 17075 2686 20055 10579 14683 13924 13002 4118 17732 21288 165 17023 12816 13368 22339 5340 290 12711 13109 12913 12092 5817 21805 15603 12651 15163 20400 1817 9714 14708 3190 6825 1824 8755 1517 143 774 11746 7190 17261 12062 18554 18166 11323 18786 4187 6172 16640 15036 9850 16678 11542 16692 17567 20378 6100 14398 867 9918 22088 3189 13013 16339 2651 14259 4656
(88,7759) 10776 6695 21316 925 17243 8405 6352 5476 4520 11811 9082 22025 17500 3416 15388 11552 11781 18567 4142 7436 21542 4677 13420 19173 25 9794 14489 15048 18225 14133 3282 14706 18226 9504 19942 18053 11004 9598 5839 8591 5940 19352 3384 14510 10310 18348 3983 15476 21030 12069 9348 20972 3662 12459 1197 11595 15386 12277 6355 13379 13157 16700 5867 22209 17457 6480 19088 9460 601 14775 5796 21075 4536 21383 14693 2573 21172 14616 852 16474 9796 20817 1450 17723 15304 19440 2408 18291 12922 15728 5470 21767 8968 14554 4077 9218 1868 22204 6089 12699
(88,3064) 20173 11585 1011 22316 18926 9363 7182 3176 5135 4388 7078 19079 5381 14452 20148 18894 11318 10445 554 6816 15207 18499 14865 20195 14434 13073 2158 5691 5384 15129 22520 10228 18142 5372 16531 20693 13792 9275 18636 11839 41 15797 17947 5348 4216 18754 21982 18781 7357 11989 16397 6771 15823 14333 18331 10980 18060 2176 4051 6554 6485 12643 13813 4182 21676 12522 19067 912 2953 10654 2968 14765 17914 4712 17027 16555 16937 9248 17786 6989 1076 9215 13301 15970 2598 8060 17344 4255 6394 5717 17612 3559 6809 12696 8264 14368 16031 853 9359 4026
(94,416) 5230 18238 15850 12786 7148 13573 19306 15847 6051 9572 18808 7151 9753 3807 16380 11167 22143 13119 8140 10092 11980 19372 15321 20218 810 15521 4844 945 20329 2763 4690 8603 3434 9026 19221 12268 8485 16400 7111 2678 2179 19413 11981 12973 5420 4591 9842 5191 4367 15692 470 18650 18458 2236 933 22498 12721 20714 19635 6586 11374 11254 3884 5936 13490 15039 2837 13323 13732 7430 16137 18075 3487 11908 2102 1722 6934 13252 6035 3878 16634 8955 15841 15202 2621 8331 18616 21538 20079 15642 3569 5649 17646 3617 8676 15918 4815 5755 18524 21238
(94,1101) 21078 8199 7841 1706 111 2600 643 16697 21545 12218 13331 2933 19009 17714 6372 9301 9824 14842 15360 15295 6893 12630 18930 16870 20184 977 21320 14399 746 5361 13414 10944 1028 20173 14146 2720 21999 11512 19018 6146 3544 4910 3870 22555 12808 14552 7744 3527 10777 9244 13471 18276 3465 22013 1581 12952 7121 9740 20981 8034 20468 4116 5139 16586 4071 7326 11781 10178 22205 15424 6917 2216 18450 16767 15064 20031 21842 5662 19367 5915 12747 6882 3478 19481 6501 10764 8118 5348 10523 13850 3133 1510 22133 11883 5016 21855 21235 17322 11758 16878
(96,1625) 7260 7546 11509 12893 18683 8950 9529 9327 19775 6113 815 19837 13040 12702 1591 17271 16222 18033 4713 14595 8701 20067 6426 11965 14163 8148 9269 15322 17178 7558 17690 19728 16568 9760 7620 17298 2264 14747 16436 497 2100 17794 17546 7423 17798 310 3670 5664 16454 12546 5526 17606 15080 20580 5777 16889 13109 12155 3710 11608 18470 18161 5657 18104 2602 698 8206 2151 3610 1553 19229 13622 13451 16218 15423 10640 22095 18101 8656 21535 12234 2993 438 15120 20378 4294 4738 12601 13819 14867 13179 36 18992 10176 22300 3075 3493 11107 15384 10434
(98,1837) 6693 11403 11591 6202 22092 12491 18885 21010 10560 18671 1874 5190 1995 7389 7658 15311 10626 7332 11894 21004 9087 14684 3357 13050 21144 17432 10334 15398 17232 8953 1599 816 14093 12806 7994 8345 18481 16475 2234 19015 22442 1884 11117 18848 19241 7299 11340 14024 9720 1268 12483 8586 20032 12030 7678 22282 4674 11965 8463 9408 10563 17588 9958 5872 15919 5177 20402 2354 13432 15564 19726 21823 10245 19253 13775 20570 21325 9192 4602 17247 1103 8428 5320 21736 5035 14003 18756 14728 19150 5115 8637 17098 762 13781 3735 18947 8473 21422 12957 11165
(111,2915) 11685 15596 16717 669 16355 3928 1755 22033 3099 4453 1204 20573 5029 18397 4740 3707 6422 20532 455 19077 3733 20976 10355 2428 4021 14205 3553 18963 12447 8173 12167 7015 12817 3215 17343 10812 22404 12572 9784 10888 2976 3918 4836 21047 14252 20530 15948 2084 1208 20123 6649 13264 4959 7319 6959 6709 8749 8436 5391 3735 13405 20083 18764 16607 7725 17326 22422 22016 5040 12330 9359 14175 12876 14871 70 15426 5316 20620 13853 975 5762 7439 19114 5831 20476 13787 15104 11325 22165 11350 4618 7108 16350 16379 1930 9067 4266 18545 14616 13632
(119,7705) 1374 20134 1362 14080 14459 11025 17985 599 11072 11722 8856 17259 10936 466 7142 10447 3289 18499 7564 4820 10996 20813 22204 17185 5301 1465 7422 23 19267 12163 11612 20501 11568 14294 14301 10328 10497 14926 10688 17099 8406 15454 16350 11138 11561 12634 7459 18006 9913 9220 4842 18229 18070 803 2719 3832 4866 1822 5200 1361 14363 20486 9195 5929 17667 7293 19284 1575 16446 1107 13861 12193 9479 4373 10691 5945 1965 107 22105 13745 22247 19256 7581 14267 17719 9489 6222 8729 17988 1298 19197 9607 18461 13207 16696 3056 10835 1951 10454 447
(123,4946) 18371 4580 21121 11681 12774 9103 19575 9410 17700 15854 2356 12056 12987 5159 2291 13559 5173 130 14291 8960 7617 18937 17792 398 1733 22136 2931 6038 14558 17713 7625 6429 11032 14467 14924 15541 781 17633 8246 3045 18859 11735 12948 3987 12900 21008 14241 7796 14195 13963 20275 13331 15505 8898 14661 17252 8866 2513 14317 2636 22173 2811 20912 19576 814 2223 4762 2509 20349 21379 22206 2976 2182 5191 18240 6234 16308 13374 6849 10961 8670 21411 19864 18723 7336 7885 1792 1822 13755 17559 2489 2758 21866 7856 16671 15949 9487 12917 15181 241
(133,4847) 11477 2943 6917 1841 17410 20804 21026 20130 7491 8162 8590 19219 8434 6824 9934 21004 22350 8411 3398 8393 10179 17860 19918 514 7135 16260 16056 15809 18413 13214 13612 11833 13280 11132 21127 17831 8481 12765 10569 7796 1294 19763 13222 1716 8062 9366 20176 12815 8676 21320 16172 15787 1506 10552 5890 21828 15174 7500 8633 7233 13886 3436 5547 1321 5730 15798 1196 2460 21065 12688 8175 13354 10114 3779 12178 73 18837 14955 4692 16840 7543 18861 8167 20866 1111 15365 4395 5834 22015 5101 11497 10169 11936 17792 8068 9862 15964 6236 18310 19041
(141,1166) 22415 19826 12734 5733 19726 15703 6438 13813 2946 21565 538 5167 13874 693 21145 10632 15415 938 8691 4865 17689 19066 5771 6140 1701 1495 2102 16939 12322 127 1961 1836 5672 15861 8405 5296 4639 19180 13522 17875 20106 18742 17127 14596 17048 12687 10322 911 10587 7387 16096 18270 12938 61 6305 7917 18978 10578 19895 13089 19325 7034 6606 209 22020 5223 17584 19030 12127 3112 14028 4984 995 19648 15338 3089 7375 14781 21922 12327 6487 10270 16118 18601 3740 12091 19597 215 10361 2239 8013 8702 7547 13180 11924 8039 11801 15639 7187 14593
(144,2155) 9706 5851 17310 9944 16637 20784 13546 3906 9980 4569 8328 17730 17003 14245 1334 2791 1846 21404 13120 6829 10426 13470 5235 1174 12784 13048 20984 12176 15041 21252 14502 22233 2147 8588 4051 8107 1216 9311 11583 9092 6137 6850 17500 5102 20010 8596 19431 11814 9857 5821 15837 1694 6419 14323 3095 6898 16659 11690 20415 8794 19387 8093 843 5635 22548 2505 22376 9594 12011 8920 12747 16482 4755 5610 6654 17427 22589 20444 22104 17207 4780 3965 6282 17048 5064 14261 9793 14748 7356 2468 6161 10508 1946 3924 6169 22325 19569 14607 1733 10007
(147,17251) 20629 4650 15976 12830 11511 7592 11160 21888 14585 1130 7206 6041 19730 20954 4515 2213 14206 4687 18421 12344 13248 475 3401 4609 3735 12905 14589 17290 19577 18909 13746 15188 10238 4834 11923 10627 18062 18400 10203 5873 17471 8435 22532 13588 402 3137 12617 9441 14877 21276 1990 18332 2146 8352 22443 17619 4882 929 5605 22004 11647 18078 1029 17722 4995 14295 3482 17570 18657 20638 4924 7918 17610 11103 14787 17404 201 19055 18345 11794 19874 21408 22553 19057 17091 19788 17559 15662 8737 118 8820 9213 10084 2870 173 15541 6458 1038 3981 12937
(161,6850) 22035 16938 4736 14676 15050 3209 4850 15874 7108 11255 3012 13314 4905 10900 8066 264 387 1712 1083 6167 7233 5444 4113 16297 20536 15383 17852 2071 8093 17275 614 13919 13034 14530 9106 7458 10550 15612 11694 10710 800 3399 10425 10507 22534 1358 10541 12933 21615 15736 8076 2184 3176 9052 3639 14396 12804 15459 7246 8563 11842 4071 1231 18502 14526 21679 1766 13241 12467 16156 13726 15974 392 7920 6361 4989 2531 4067 7509 17934 10922 8517 8787 307 18176 1752 2913 13083 6713 3273 17387 21449 5158 5768 17302 4431 9775 20854 9398 6573
(165,8521) 9573 8657 3019 14603 15222 11589 9424 841 20110 12194 8877 20274 20649 22115 9084 7970 16136 1964 13406 19379 19803 3311 19826 21373 11454 21853 20993 7638 12859 6020 2501 3008 17361 19687 11190 19155 19366 9873 3789 16088 10613 1907 18674 22158 13440 4605 11390 8089 3390 18797 18372 10095 5758 20552 7576 19865 17178 10549 6778 20474 18407 3183 3802 12549 21377 19014 4468 10349 15027 8545 1836 16078 6429 11133 6274 21910 2138 13402 12026 10668 12076 2271 1882 16163 3272 15717 14956 4933 15511 22450 5890 17905 6580 16661 16027 8160 20063 17328 14250 14152
(186,7826) 669 21765 21113 8551 18009 19062 14891 19830 3920 14628 6572 13996 19766 11094 3163 5376 19355 1351 22456 14256 21755 18996 5989 3824 13590 17134 3990 8829 15232 3612 9231 19346 16152 7774 21502 6603 6588 17011 6636 10985 4157 109 18524 7652 8337 18024 21019 9819 7127 8171 9669 11261 9981 12130 17816 20291 22471 8407 3277 12002 5822 3359 243 4251 20572 3652 1061 20273 15681 16180 4543 8549 2140 15198 19989 4971 19186 10659 14786 12759 19175 4729 5467 15865 12969 4219 13170 2239 11868 6856 16301 10529 6489 3645 21632 9514 13426 5672 11236 554
(191,557) 17869 22512 17422 11454 17982 8417 18161 15242 21652 5593 3671 1906 13119 21738 5528 10169 21900 1421 11566 3706 2356 9209 9163 7232 7974 17026 7838 22501 20246 8962 9348 5846 14212 4614 9299 8528 1743 20511 16024 12460 5672 10974 20862 4224 18000 17151 12330 552 4325 21179 11680 20865 16996 11713 17556 6075 11165 18806 1930 8524 6232 9424 717 10932 14070 8339 4934 12019 9446 4450 21578 13799 19223 20914 3607 11376 11567 16597 13959 12982 12425 21074 10668 17734 10251 10752 19233 14419 21208 21602 8477 1849 4712 21879 2378 1650 5621 406 22108 22402
(195,557) 9526 10729 3757 2778 6633 17279 12117 20403 20568 4052 2514 18254 19594 6735 2297 933 8380 3497 2241 3822 2149 1395 13296 20322 13468 1266 14945 20639 14775 12764 18919 17978 17437 12598 20043 16057 3745 10539 1394 9673 4556 22131 4828 16736 13516 20599 12658 19047 7855 6455 18019 18551 4429 15795 14088 4214 13047 13064 5329 8881 20074 15869 13813 5419 14829 19599 3170 15865 8218 21036 6806 11515 7308 15519 547 12286 16597 2806 9652 19598 3924 15779 8596 17173 10440 5570 17311 11322 2887 18730 9607 13868 15717 9622 22275 17256 12648 595 10057 16684
(211,7118) 1905 9478 9092 7761 10328 18009 1459 10903 3526 1906 2974 9760 10277 5361 1957 9018 1737 15692 1962 18665 11919 19009 10602 18845 13076 14307 20668 20299 1764 19989 20239 10643 18746 3064 13682 5007 9395 10229 3494 9912 12833 5311 7438 20716 1354 2571 16232 2517 19393 16005 4246 8158 681 15056 22245 16250 5940 17263 6404 20421 1407 12330 9757 15062 21995 4470 2986 6421 5955 11223 203 7004 20198 13683 19727 15592 18820 18586 9914 3418 5928 21310 10097 16802 13103 2428 13778 1603 13782 7929 18402 1846 18740 11088 14039 20351 14082 13914 6909 6445
(212,7118) 13946 15830 20358 3344 7495 13184 22068 10178 14681 18131 19754 17754 1427 7605 18322 5295 11335 20925 15005 4528 13440 16700 19520 7837 11932 8840 8085 17358 16913 12602 19729 20551 22149 13739 22050 5256 16510 10782 11935 7088 1153 13164 19681 15828 9766 13023 18923 19232 17585 16150 3716 20301 2011 10770 11429 2757 14659 12051 12240 13371 16442 12915 12599 8978 15835 16547 2981 5320 13113 13004 11853 21548 2462 9191 16996 8226 20417 14714 21379 416 7229 14688 15344 4787 18259 7360 7243 7985 18422 11361 1906 7046 11197 13836 12891 6209 8653 17822 16885 22515
(213,9866) 16035 4872 16173 13152 13244 21344 6512 15197 2621 5841 17692 19017 7320 14481 19192 15779 16840 3084 19024 15271 17909 3411 20473 20002 7477 22605 19117 13621 15705 11504 21923 6294 11881 8328 5135 3426 17765 5237 19018 11472 20898 20025 14706 13667 5926 8044 17008 8600 997 15215 22002 7102 17555 12843 19211 3522 18672 10510 5343 17497 5216 9039 14981 2565 10157 18648 9355 16082 14510 6563 20993 5164 7870 12936 1998 1383 986 4105 20042 5196 10191 13403 10778 7681 10643 16328 6398 11693 11675 16740 2826 7207 2297 9958 11883 22261 3317 21713 4486 1602
(216,9866) 15188 1947 305 21296 14315 20794 7537 3038 7230 14672 673 10074 18571 16043 18504 8383 1197 20026 8093 13537 8783 5039 2178 8007 21940 534 16101 17189 5374 19679 21176 10113 16477 6302 10793 21595 18406 5690 4826 15158 17020 21201 3002 5459 11924 5084 9200 2830 20075 7481 18156 21818 6132 9973 6595 22606 17685 16230 9816 4624 17044 13000 4012 18716 14037 13947 6275 14099 3802 4365 16001 22466 8747 221 6061 2191 7825 9469 5317 10634 14112 6024 9047 13952 3273 13631 7637 18437 14804 18677 16721 2481 1810 2964 9559 1082 8810 13676 13026 3581
(217,9866) 5629 4388 8165 6970 2639 4583 15392 4716 1088 18987 21186 21467 2839 16544 17989 2327 13434 207 10686 8764 862 2134 5826 9286 18449 17227 3944 15015 21239 18740 18687 15107 16370 7847 21401 9478 7226 427 2417 14534 21368 13358 8269 19549 21525 8236 9864 1754 19222 18486 14915 10163 8580 17376 4775 21997 5951 10038 21661 12063 10797 20129 9125 2927 16906 10164 15746 21404 11299 6478 21389 14347 3343 6217 7483 4960 5796 21429 7072 19448 349 4382 13993 17397 1702 19971 6272 15116 5505 5245 10958 7017 21949 8037 5762 1958 11600 10276 17011 14398
(220,1600) 9153 18273 19614 14505 6800 5721 19356 9998 7702 15620 3556 7846 360 5899 130 3790 20285 2698 9500 8098 14452 14829 7365 6872 15670 5127 9981 1915 1771 19975 22422 1982 9980 13432 4599 6400 856 16464 1084 7234 17865 16252 9989 13868 7193 22598 13206 9335 17479 359 21394 14437 1144 2521 794 18730 22110 19728 12516 12863 20660 21591 3179 9334 20498 17189 13454 12083 10262 22266 20586 15884 19453 17958 10289 22167 1383 21977 13846 8974 7348 9524 2991 5460 12877 347 6348 21268 14507 10590 21885 11174 6139 4304 16473 11815 18557 20854 12143 8127
(240,742) 5783 2071 15042 5200 10766 19350 22210 5285 11730 19086 10225 16669 16897 12598 6432 6758 8970 18427 13957 7867 8936 6658 13564 17348 3244 9211 8661 16816 19220 6825 6931 10675 6925 10557 17161 6370 14009 11548 2883 17549 9598 15023 10404 3597 17299 16352 14810 11299 8351 11322 16700 14891 22599 4124 2624 16685 16430 11637 1912 1375 20065 19440 15360 4860 4340 7483 2518 229 1206 8498 21616 20509 1419 5071 17498 8754 1891 18526 181 12235 13611 20079 21235 13459 14982 20916 457 20227 4067 1994 3643 10953 11443 6624 8423 11234 3103 292 8465 8575
(244,4803) 19739 8418 7643 13279 7932 11540 12173 3301 19043 21962 17931 17625 17860 10263 19101 20180 21280 17991 14159 5692 17879 19549 2834 4456 12750 8310 13633 12711 13626 3693 10605 3773 3541 5511 10086 4990 5142 16012 130 3677 13229 19258 13082 3365 12934 10176 22129 11808 12866 12586 18454 9306 8317 13213 11147 5227 19552 2127 22217 4642 9042 13987 21421 12120 16897 8912 6121 6951 20577 13130 493 15380 2684 10571 3561 16992 2737 2824 8557 4565 13037 12069 6980 17018 19568 18813 11608 21668 5151 5356 18861 3668 4654 12899 59 4195 21430 20783 5016 2305
(252,6028) 8108 4989 21800 7814 1362 2189 10852 17076 15181 7781 16746 15214 13701 4747 12904 287 16524 15284 1179 18518 1835 13321 14274 15876 65 5620 6861 5132 11081 8126 21170 20433 7812 5510 13016 15274 4674 8753 10289 11487 13264 11250 19231 20486 20939 11032 19947 20887 16172 21609 1730 20505 9493 985 11703 18557 21389 20616 12188 414 11235 7533 3638 8013 6008 4584 14677 21918 11695 1284 18374 7034 7502 21702 16199 5971 9604 21753 304 10916 4340 14055 18088 14493 10749 11985 14775 21721 19842 2943 4443 18970 7088 3425 9700 1440 4178 20430 12635 17522
(255,3947) 4283 3131 13917 6118 7829 22535 13464 18545 8066 8531 19701 16946 8950 6174 14194 10143 652 5730 3223 7802 3279 696 19870 7951 2013 5532 13719 1796 11172 8635 15799 13148 13656 19439 19157 7693 19779 13476 6182 15022 14974 5618 12068 19903 8793 1336 16111 186 22227 20472 19739 7072 709 17959 92 1017 18260 9412 9847 4117 21251 11237 2023 19063 14644 20994 11786 18245 16011 9822 16620 15181 5052 11677 21910 13621 22194 21216 21349 22166 9245 10031 17577 13463 14290 12905 2299 6123 21968 924 14140 14875 15402 6582 10409 15609 18692 1666 9317 12261
